ID user,Gender,Faculty,Major,Dormitory,Activity,Social
10259,หญิง,วิศวะกรรมศาสตร์,วิศวกรรมกระบวนการชีวภาพ,ทิวาวัลย์ วิลล่า,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10260,หญิง,วิทยาศาตร์,ชีววิทยา,นครปฐมคอนโด,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10261,ชาย,วิศวะกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์,นครปฐมคอนโด,"เล่นเกม,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10262,ชาย,วิทยาศาตร์,เคมี,นภาพรแมนชั่น,"สวดมนต์นั่งสมาธิ,ทำความสะอาดห้อง,ซักผ้า",ชอบอยู่คนเดียว
10263,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,นันทกาเพลส,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10264,หญิง,วิทยาศาตร์,คณิตศาสตร์,นันทกาเพลส,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10265,หญิง,วิทยาศาตร์,คณิตศาสตร์,นันทกาเพลส,"เล่นโซเชียล,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10266,หญิง,วิทยาศาตร์,ชีววิทยา,นันทกาเพลส,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10267,หญิง,มัณทณศิลป์,ประยุกตศิลปศึกษา,นันทกาเพลส,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10268,หญิง,อักษรศาสตร์,สารสนเทศศาสตร์และบรรณารักษศาสตร์,นันทกาเพลส,"เล่นเกม,อ่านหนังสือ,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10269,หญิง,มัณทณศิลป์,ออก็แบบผลิตภัณฑ์,นันทกาเพลส,"เล่นเกม,อ่านหนังสือ,เลี้ยงสัตว์,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10270,ชาย,เภสัชศาสตร์,-,นาราชา เรสซิเดนท์,"อ่านหนังสือ,เล่นดนตรี,ทำการบ้าน",ชอบอยู่คนเดียว
10271,ชาย,เภสัชศาสตร์,-,นาราชา เรสซิเดนท์,"ออกกำลังกาย,เล่นโซเชียล",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10272,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,นาราชา เรสซิเดนท์,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10273,ชาย,วิศวะกรรมศาสตร์,ปิโตรและวัสดุพอลิเมอร์,นาราชา เรสซิเดนท์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10274,หญิง,ศึกษาศาสตร์,ภาษาไทย,นาราชา เรสซิเดนท์,"อ่านหนังสือ,ออกกำลังกาย,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10275,ชาย,วิศวะกรรมศาสตร์,วิศวกรรมกระบวนการชีวภาพ,นาราชา เรสซิเดนท์,"เล่นเกม,อ่านหนังสือ,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10276,หญิง,วิทยาศาตร์,สถิติ,นาราชา เรสซิเดนท์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10277,หญิง,มัณทณศิลป์,ออกแบบตกแต่งภายใน,นาราชา เรสซิเดนท์,"เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น,นอนหลับไม่อยากตื่น",ชอบอยู่คนเดียว
10278,ชาย,มัณทณศิลป์,ออกแบบผลิตภัณฑ์,นาราชา เรสซิเดนท์,"เล่นเกม,เล่นดนตรี,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10279,หญิง,วิทยาศาตร์,Computer Science,นิยมไทยแมนชั่น,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10280,หญิง,วิทยาศาตร์,จุลชีววิทยา,นิยมไทยแมนชั่น,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10281,หญิง,วิทยาศาตร์,จุลชีววิทยา,นิยมไทยแมนชั่น,"เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10282,หญิง,วิทยาศาตร์,สถิติ,นิยมไทยแมนชั่น,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10283,หญิง,มัณทณศิลป์,ออกเเบบภายใน,นิรันดร์ อพาตเม้นต์,"เล่นโซเชียล,สร้างงานศิลปะ,ดูหนัง,ฟังเพลง",ชอบอยู่คนเดียว
10284,ชาย,มัณทณศิลป์,ออกแบบตกเเต่งภายใน,นิรันดร์ อพาตเม้นต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,สร้างงานศิลปะ,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10285,หญิง,มัณทณศิลป์,ออกแบบผลิตภัณฑ์,นิรันดร์ อพาตเม้นต์,"เล่นเกม,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10286,ชาย,วิทยาศาตร์,Computer Science,บัญฑิตแก้ว,"เล่นเกม,อ่านหนังสือ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10287,หญิง,วิทยาศาตร์,Computer Science,บัวแสงจันทร์ อพาร์ตเมนต์,นอนฟังเพลง,ชอบอยู่คนเดียว
10288,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10289,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10290,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10291,หญิง,วิทยาศาตร์,คณิตศาสตร์,บัวแสงจันทร์ อพาร์ตเมนต์,"อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ทำการบ้าน",ชอบอยู่คนเดียว
10292,หญิง,วิทยาศาตร์,คณิตศาสตร์ประยุกต์,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10293,หญิง,วิทยาศาตร์,ชีววิทยา,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10294,หญิง,มัณทณศิลป์,ออกแบบผลิตภัณฑ์,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,สวดมนต์นั่งสมาธิ,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10295,หญิง,มัณทณศิลป์,ออกแบบผลิตภัณฑ์,บัวแสงจันทร์ อพาร์ตเมนต์,"เล่นเกม,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,อ่านการ์ตูน/เว็บตูน/วาดการ์ตูน",สามารถอยู่ร่วมกับเมทได้
10296,ชาย,อักษรศาสตร์,-,บ้านเบญจรงค์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10297,ชาย,วิทยาศาตร์,Computer Science,บ้านเบญจรงค์,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10298,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บ้านเบญจรงค์,"เล่นเกม,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10299,ชาย,อักษรศาสตร์,เอกรวม,บ้านเบญจรงค์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10300,หญิง,ศึกษาศาสตร์,ภาษาไทย,บ้านเบญจรงค์,"เล่นโซเชียล,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10301,ชาย,วิทยาศาตร์,สิ่งแวดล้อม,บ้านเบญจรงค์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,เต้นcover",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10302,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บ้านของเราอพาตเม้นท์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10303,หญิง,วิทยาศาตร์,ชีววิทยา​,บ้านของเราอพาตเม้นท์,"เล่นเกม,อ่านหนังสือ,เลี้ยงสัตว์,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10304,หญิง,วิทยาศาตร์,Computer Science,บ้านแก้ว,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เลี้ยงสัตว์,สวดมนต์นั่งสมาธิ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10305,หญิง,วิทยาศาตร์,Computer Science,บ้านแก้ว,"เล่นเกม,เล่นดนตรี,เลี้ยงสัตว์,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10306,ชาย,วิทยาศาตร์,Computer Science,บ้านแก้ว,เล่นเกม,ชอบอยู่คนเดียว
10307,ชาย,วิทยาศาตร์,Computer Science,บ้านแก้ว,เล่นเกม,สามารถอยู่ร่วมกับเมทได้
10308,ชาย,วิทยาศาตร์,Computer Science,บ้านแก้ว,"เล่นเกม,เล่นดนตรี,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10309,หญิง,วิทยาศาตร์,ฟิสิกส์,บ้านแก้ว,"เล่นเกม,อ่านหนังสือ,เลี้ยงสัตว์,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10310,ชาย,วิทยาศาตร์,Computer Science,บ้านไทย,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10311,ชาย,วิทยาศาตร์,Computer Science,บ้านไทย,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10312,ชาย,วิทยาศาตร์,เทคโนโลยคสารสนเทศ,บ้านไทย,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10313,หญิง,วิศวะกรรมศาสตร์,วิทยาการและวิศกรรมพอลิเมอร์,บ้านไทย,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",ชอบอยู่คนเดียว
10314,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บ้านของเราอพาตเม้นท์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10315,ชาย,วิทยาศาตร์,Computer Science,บ้านจันทราเพลส,"เล่นเกม,เล่นดนตรี,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10316,หญิง,วิทยาศาตร์,Computer Science,บ้านมารวย,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10317,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บ้านมารวย,"อ่านหนังสือ,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",ชอบอยู่คนเดียว
10318,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บ้านศิลป์,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10319,หญิง,วิทยาศาตร์,คณิตศาสตร์,บ้านศิลป์,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10320,หญิง,วิทยาศาตร์,จุลชีววิทยา,บ้านศิลป์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10321,ชาย,มัณทณศิลป์,ผลิตภัณฑ์,บ้านศิลป์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,สร้างงานศิลปะ",สามารถอยู่ร่วมกับเมทได้
10322,หญิง,วิทยาศาตร์,สถิติ,บ้านศิลป์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10323,หญิง,มัณทณศิลป์,ออกแบบตกแต่งภายใน,บ้านศิลป์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เลี้ยงสัตว์,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10324,หญิง,มัณทณศิลป์,ออกแบบตกแต่งภายใน,บ้านศิลป์,"เล่นดนตรี,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10325,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,บ้านสวน รีสอร์ท,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง",ชอบอยู่คนเดียว
10326,หญิง,อักษรศาสตร์,ภูมิศาสตร์,บ้านอุยลบลวรรณ,"เล่นเกม,เล่นโซเชียล,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10327,หญิง,ศึกษาศาสตร์,ภาษาไทย,บุษราคัม,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10328,หญิง,ศึกษาศาสตร์,ภาษาไทย,บุษราคัม,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10329,ชาย,วิทยาศาตร์,Computer Science,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10330,หญิง,วิทยาศาตร์,Computer Science,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เลี้ยงสัตว์,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ปลูกต้นไม้",สามารถอยู่ร่วมกับเมทได้
10331,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10332,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล",ชอบอยู่คนเดียว
10333,ชาย,วิศวะกรรมศาสตร์,กระบวนการชีวภาพ,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10334,ชาย,วิศวะกรรมศาสตร์,กระบวนการชีวภาพ,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10335,หญิง,วิทยาศาตร์,ชีววิทยา,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10336,หญิง,วิศวะกรรมศาสตร์,วิศวกรรมการจัดการและโลจิสติกส์,ปริญญา อพาทเมนต์,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10337,หญิง,วิศวะกรรมศาสตร์,วิศวกรรมศาสตร์อิเล็กทรอนิกส์และระบบคอมพิวเตอร์,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง",ชอบอยู่คนเดียว
10338,หญิง,วิศวะกรรมศาสตร์,วิศวกรรมศาสตร์อิเล็กทรอนิกส์และระบบคอมพิวเตอร์,ปริญญา อพาทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง",ชอบอยู่คนเดียว
10339,หญิง,วิทยาศาตร์,Computer Science,พงษ์ธาดาเพลส,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เลี้ยงสัตว์,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10340,หญิง,วิทยาศาตร์,คณิตศาสตร์,พงษ์ธาดาเพลส,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10341,หญิง,วิทยาศาตร์,ฟิสิกส์,ยูนิคอม,"เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",ชอบอยู่คนเดียว
10342,หญิง,วิทยาศาตร์,เคมี,ระพีพรรณ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10343,ชาย,วิศวะกรรมศาสตร์,เครื่องกล,ราชมรรคา,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10344,หญิง,วิศวะกรรมศาสตร์,Bioprocess,ริชพาเลช,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10345,หญิง,วิทยาศาตร์,จุลชีววิทยา,ริชพาเลช,"อ่านหนังสือ,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10346,หญิง,อักษรศาสตร์,สารสนเทศศาสตร์และบรรณารักษศาสตร์,ลิ้มฮกไถ่,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10347,หญิง,วิทยาศาตร์,Computer Science,ลีลาเพลส,"เล่นเกม,เล่นโซเชียล,สร้างงานศิลปะ,ดูหนัง,อ่านนิยาย",ชอบอยู่คนเดียว
10348,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,ลีลาเพลส,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ดูหนัง",ชอบอยู่คนเดียว
10349,หญิง,วิศวะกรรมศาสตร์,กระบวนการชีวภาพ,ลีลาเพลส,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ดูหนัง,นอน",ชอบอยู่คนเดียว
10350,หญิง,วิทยาศาตร์,ฟิสิกส์,วนิลลาเพลส,"อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย",ชอบอยู่คนเดียว
10351,หญิง,ศึกษาศาสตร์,การศึกษาตลอดชีวิต,วนิลลาเพลส,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,สร้างงานศิลปะ,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10352,หญิง,วิทยาศาตร์,ทันตแพทย์​,วิจิตตรา,เล่นเกม,ชอบอยู่คนเดียว
10353,หญิง,อักษรศาสตร์,ภาษาไทย,วิจิตร,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10354,หญิง,วิศวะกรรมศาสตร์,ปิโตรและวัสดุพอลิเมอร์,วินแมนชั่น,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10355,ชาย,วิทยาศาตร์,Computer Science,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,เล่นดนตรี,เลี้ยงสัตว์,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10356,หญิง,วิทยาศาตร์,Computer Science,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10357,ชาย,วิศวะกรรมศาสตร์,เครื่องกล,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10358,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,เล่นดนตรี,เล่นโซเชียล,สร้างงานศิลปะ,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10359,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10360,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10361,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10362,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,อ่านหนังสือ,ชอบอยู่คนเดียว
10363,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,เล่นโซเชียล,ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10364,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,ดูหนัง,ชอบอยู่คนเดียว
10365,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล,ดูหนัง,ฟังเพลง",สามารถอยู่ร่วมกับเมทได้
10366,หญิง,วิทยาศาตร์,ชีววิทยา,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เลี้ยงสัตว์,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10367,หญิง,มัณทณศิลป์,ภาพพิมพ์,วี.เจ.อพาร์ทเมนต์,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",ชอบอยู่คนเดียว
10368,ชาย,วิศวะกรรมศาสตร์,วิศวกรรมการจัดการและโลจิสติกส์,วี.เจ.อพาร์ทเมนต์,เล่นเกม,ชอบออกไปเที่ยวอยู่ไม่ติดหอ
